iter	Logloss
0	0.6696170126
50	0.1950682932
100	0.09766374294
150	0.0604720779
200	0.04268541321
250	0.03235364453
300	0.02569997178
350	0.020995883
400	0.01770135443
450	0.01537115813
499	0.01361892637
